lsoa,os,left,right,top,bottom
E01002463,E00012270,-0.461441861,-0.443906902,51.5621086,51.55402539
E01002464,E00012264,-0.447968742,-0.432764566,51.56356782,51.55069948
E01002465,E00012277,-0.420788059,-0.408611528,51.56837342,51.56117621
E01002466,E00012276,-0.411018569,-0.400842749,51.56821139,51.56153448
E01002467,E00012287,-0.43116309,-0.415738663,51.57117932,51.56421752
E01002468,E00012289,-0.411783547,-0.403812852,51.5706761,51.56489921
E01002469,E00012290,-0.417012107,-0.408864244,51.57208994,51.56454167
E01002470,E00012280,-0.422589384,-0.409154493,51.57656486,51.56862961
E01002471,E00012278,-0.412347398,-0.405317531,51.57839555,51.56946265
E01002472,E00012318,-0.437922744,-0.423104301,51.61343946,51.60399196
E01002473,E00012311,-0.463121566,-0.423088635,51.6139152,51.59078258
E01002474,E00012312,-0.429595212,-0.412043921,51.6099735,51.59451206
E01002475,E00012313,-0.457151736,-0.433110597,51.61972557,51.60819892
E01002476,E00012335,-0.443205641,-0.419612642,51.62008444,51.61137714
E01002477,E00012314,-0.428023986,-0.41192932,51.61683546,51.61055847
E01002478,E00012320,-0.425429103,-0.414468743,51.61382685,51.6057701
E01002479,E00012350,-0.426268985,-0.409596652,51.59911853,51.58825041
E01002480,E00012348,-0.408851827,-0.395471241,51.59897525,51.58769367
E01002481,E00012351,-0.413581409,-0.400404107,51.59760022,51.58777858
E01002482,E00012361,-0.416259001,-0.401844292,51.61416369,51.60344306
E01002483,E00012371,-0.410400243,-0.399967375,51.60610863,51.59732339
E01002484,E00012365,-0.417277366,-0.408494968,51.60945206,51.60309719
E01002485,E00012347,-0.41858779,-0.405723278,51.6050527,51.59634775
E01002486,E00012388,-0.45332704,-0.436019122,51.50592154,51.49463301
E01002487,E00012390,-0.442188716,-0.429811715,51.50462834,51.5005087
E01002488,E00012396,-0.440763506,-0.427369958,51.50282964,51.4943581
E01002489,E00012386,-0.430415786,-0.417879836,51.50370585,51.49633948
E01002490,E00012403,-0.437410567,-0.425226883,51.50013539,51.49356653
E01002491,E00012387,-0.42367868,-0.414687027,51.49910094,51.49283529
E01002492,E00012405,-0.418130371,-0.410562906,51.49875205,51.49244555
E01002493,E00012384,-0.428456325,-0.419952364,51.49797102,51.49327454
E01002494,E00012420,-0.44020023,-0.411716888,51.56764561,51.54833058
E01002495,E00012428,-0.416229543,-0.399285395,51.56335653,51.55188855
E01002496,E00012422,-0.388560534,-0.377766872,51.56437391,51.55024387
E01002497,E00012427,-0.40655171,-0.38494958,51.56062748,51.55187467
E01002498,E00012421,-0.39897007,-0.3855338,51.56371514,51.55620608
E01002499,E00012436,-0.418535682,-0.388333727,51.55860381,51.54010899
E01002501,E00012459,-0.414502703,-0.404250533,51.516032,51.51065155
E01002502,E00012458,-0.419848914,-0.412104844,51.51746682,51.51044964
E01002503,E00012456,-0.419542651,-0.409062656,51.51423281,51.50863577
E01002504,E00012461,-0.427388987,-0.41814281,51.52337683,51.51307213
E01002505,E00012455,-0.411068768,-0.390573128,51.51793779,51.5084256
E01002506,E00012471,-0.419916058,-0.411600653,51.51046781,51.50151215
E01002507,E00012472,-0.416621752,-0.392601794,51.51292796,51.49960987
E01002508,E00012481,-0.424143553,-0.407643063,51.52272644,51.51555554
E01002509,E00012495,-0.468151612,-0.451603098,51.54184248,51.53533492
E01002511,E00012497,-0.46502166,-0.452163738,51.54034494,51.53271731
E01002512,E00012494,-0.478666463,-0.457295545,51.55962326,51.54790637
E01002513,E00012505,-0.462697115,-0.447841816,51.55501397,51.54703905
E01002514,E00012506,-0.485368057,-0.475561655,51.55493404,51.54630299
E01002515,E00012515,-0.479516065,-0.460689951,51.55077669,51.54276187
E01002516,E00012491,-0.463515498,-0.448832587,51.55029872,51.53961055
E01002518,E00012533,-0.484717364,-0.475647618,51.53254757,51.52634533
E01002519,E00012530,-0.491665521,-0.478498189,51.52965243,51.51848037
E01002520,E00012527,-0.495510384,-0.483164997,51.54511647,51.53222888
E01002521,E00012542,-0.493607309,-0.477073392,51.55073361,51.54082821
E01002523,E00012547,-0.486847116,-0.478622877,51.54333635,51.53799676
E01002525,E00012568,-0.480448784,-0.466770325,51.50822106,51.49742148
E01002526,E00012567,-0.467788549,-0.453519556,51.50594759,51.50131697
E01002527,E00012566,-0.490136524,-0.474569313,51.50660186,51.49435624
E01002528,E00012572,-0.465546662,-0.4512304,51.50296405,51.4977624
E01002529,E00012589,-0.474620648,-0.464720818,51.50988557,51.50442652
E01002530,E00012576,-0.4795028,-0.467722339,51.50017577,51.4945131
E01002531,E00012582,-0.485837281,-0.47375516,51.51006549,51.5032683
E01002532,E00012585,-0.466582286,-0.442821358,51.50921094,51.50129261
E01002533,E00012610,-0.453952883,-0.436965562,51.59654601,51.57555752
E01002534,E00012604,-0.442503164,-0.426232378,51.57815234,51.57216471
E01002535,E00012605,-0.431990183,-0.418113792,51.57736161,51.56945763
E01002536,E00012613,-0.443003075,-0.426123073,51.57391849,51.56607303
E01002537,E00012606,-0.447923749,-0.43360219,51.57244472,51.56356912
E01002538,E00012607,-0.445759458,-0.425547987,51.59502243,51.58196536
E01002539,E00012611,-0.441342204,-0.427961413,51.58442026,51.57596231
E01002540,E00012640,-0.397717507,-0.383645562,51.53207731,51.52430485
E01002541,E00012641,-0.390136855,-0.37606239,51.53094393,51.52304143
E01002542,E00012659,-0.399364215,-0.393493382,51.53042522,51.52362287
E01002543,E00012639,-0.398062265,-0.386468062,51.52981162,51.52169924
E01002544,E00012644,-0.393970703,-0.375917866,51.52661654,51.5159217
E01002545,E00012643,-0.396411328,-0.386976692,51.52578505,51.51506117
E01002546,E00012642,-0.401241739,-0.393370988,51.52172411,51.5150032
E01002547,E00012647,-0.396273255,-0.382926849,51.5179702,51.51321749
E01002548,E00012696,-0.47033244,-0.449769044,51.51855886,51.50732033
E01002549,E00012680,-0.457902731,-0.443765578,51.52656018,51.5156153
E01002550,E00012677,-0.47503871,-0.465525136,51.52385977,51.51753379
E01002551,E00012682,-0.466405815,-0.454998755,51.52469212,51.51800594
E01002552,E00012687,-0.474822681,-0.462826493,51.5187874,51.51360158
E01002553,E00012676,-0.467374298,-0.460096226,51.52196727,51.51437987
E01002554,E00012688,-0.49235586,-0.468485338,51.52015741,51.50956017
E01002555,E00012726,-0.43663539,-0.419385183,51.4665547,51.45440282
E01002556,E00012713,-0.431352908,-0.418806343,51.45691165,51.45357277
E01002557,E00012732,-0.44439749,-0.434924198,51.45690543,51.44859791
E01002558,E00012733,-0.437591049,-0.427255276,51.45627002,51.45022546
E01002559,E00012720,-0.461503973,-0.430877417,51.45631509,51.43810724
E01002560,E00012716,-0.433481232,-0.422101635,51.45383806,51.44404788
E01002561,E00012717,-0.434722771,-0.427191657,51.45002659,51.44343267
E01002562,E00012761,-0.300718952,-0.282010611,51.5016,51.49142549
E01002563,E00012756,-0.331136457,-0.311893619,51.49603651,51.48967223
E01002564,E00012750,-0.309659762,-0.298162141,51.49621,51.49122765
E01002565,E00012755,-0.321653775,-0.303103815,51.49347697,51.48681976
E01002566,E00012758,-0.299016883,-0.282124508,51.49576362,51.48620885
E01002567,E00012746,-0.30826789,-0.299895834,51.49008542,51.48442013
E01002568,E00012747,-0.304029375,-0.295684693,51.49152794,51.4852143
E01002569,E00012783,-0.258747573,-0.248840012,51.49144141,51.4840989
E01002570,E00012808,-0.256197255,-0.249663752,51.49515414,51.48896739
E01002571,E00012786,-0.257782971,-0.243443624,51.48921678,51.48008071
E01002572,E00012792,-0.269887964,-0.250363211,51.48253005,51.47082357
E01002573,E00012797,-0.255596045,-0.24936417,51.50139885,51.49314637
E01002574,E00012799,-0.251302637,-0.244479895,51.49837247,51.49325104
E01002575,E00012807,-0.250982693,-0.245213711,51.49508486,51.48604423
E01002576,E00012826,-0.275180456,-0.267530903,51.48854441,51.48144082
E01002577,E00012823,-0.272924756,-0.255483828,51.48804962,51.48253784
E01002578,E00012820,-0.270529358,-0.257590146,51.48570994,51.47652985
E01002579,E00012821,-0.278403883,-0.264463584,51.48351687,51.47308006
E01002580,E00012824,-0.287137844,-0.280236256,51.49144175,51.4872106
E01002581,E00012827,-0.287572591,-0.276789236,51.49058194,51.48396756
E01002582,E00012819,-0.279714955,-0.272850464,51.48925826,51.48300075
E01002583,E00012880,-0.415140247,-0.404031682,51.49212324,51.47602642
E01002584,E00012879,-0.416868596,-0.409932666,51.48489812,51.47494547
E01002585,E00012865,-0.40769366,-0.400393325,51.48111139,51.472317
E01002586,E00012858,-0.415862409,-0.404422261,51.47880534,51.46997774
E01002587,E00012861,-0.403411427,-0.392846841,51.47708361,51.47072949
E01002588,E00012859,-0.405476261,-0.395666098,51.47358219,51.46917787
E01002589,E00012869,-0.411418664,-0.392664751,51.47215162,51.45900568
E01002590,E00012889,-0.427492962,-0.410785094,51.45513149,51.44784681
E01002591,E00012890,-0.402549624,-0.390475363,51.45618958,51.45001664
E01002592,E00012891,-0.425660573,-0.401070468,51.4698742,51.45303317
E01002593,E00012899,-0.414503484,-0.401404747,51.45741523,51.44764576
E01002594,E00012893,-0.407295219,-0.398414243,51.45902227,51.44951311
E01002595,E00012892,-0.422499272,-0.409830699,51.4581832,51.45170623
E01002596,E00012937,-0.437257471,-0.421305622,51.44729101,51.43878706
E01002598,E00012939,-0.424156959,-0.411236984,51.44671399,51.4381198
E01002599,E00012934,-0.422076099,-0.414943226,51.4481477,51.44173265
E01002600,E00012946,-0.424966591,-0.418032241,51.44526234,51.43967741
E01002601,E00012920,-0.447737997,-0.420921108,51.44205823,51.42879491
E01002602,E00012925,-0.427532335,-0.417936991,51.43583601,51.4307777
E01002603,E00012929,-0.425500685,-0.415301588,51.45129621,51.44635916
E01002604,E00012965,-0.383741204,-0.366852702,51.44384925,51.43811565
E01002605,E00012968,-0.385846487,-0.374436538,51.44159684,51.43407671
E01002606,E00012974,-0.391768348,-0.383909539,51.44015388,51.4341262
E01002607,E00012963,-0.390729745,-0.379487975,51.4457375,51.4370329
E01002608,E00012957,-0.402407007,-0.385077363,51.43759623,51.4284442
E01002609,E00012956,-0.390524169,-0.379401526,51.43542563,51.42968008
E01002610,E00012955,-0.418604401,-0.384101679,51.43311743,51.42073934
E01002611,E00013007,-0.405074563,-0.384165747,51.45124078,51.44004957
E01002612,E00013008,-0.411456925,-0.399485904,51.44925559,51.44252551
E01002613,E00012990,-0.396840731,-0.385464308,51.44652309,51.44155766
E01002614,E00012994,-0.418489497,-0.404461012,51.4441195,51.43173166
E01002615,E00012992,-0.411957092,-0.387486031,51.44300092,51.43171921
E01002616,E00012991,-0.423691129,-0.414093982,51.43948732,51.43295045
E01002617,E00012997,-0.410315855,-0.398238234,51.43801106,51.43038395
E01002618,E00013037,-0.382766196,-0.372316635,51.48377818,51.47695155
E01002619,E00013036,-0.388721482,-0.377947833,51.48451755,51.47828142
E01002620,E00013032,-0.381362827,-0.37302862,51.48898656,51.48055196
E01002621,E00013025,-0.380110225,-0.370887394,51.48030388,51.47156459
E01002622,E00013024,-0.393927737,-0.384735073,51.48050156,51.47347199
E01002623,E00013027,-0.388584959,-0.377424378,51.4792434,51.47382776
E01002624,E00013029,-0.387826539,-0.376977824,51.47572345,51.47036866
E01002625,E00013074,-0.3813917,-0.374498522,51.49663202,51.48821262
E01002626,E00013055,-0.378306568,-0.366067449,51.49312144,51.48536309
E01002627,E00013057,-0.372860138,-0.366102554,51.48925457,51.48480096
E01002628,E00013061,-0.374366453,-0.36593,51.48574161,51.47619742
E01002629,E00013054,-0.375671091,-0.360767722,51.48190663,51.47117177
E01002630,E00013067,-0.36479156,-0.352832547,51.48057295,51.47612844
E01002631,E00013075,-0.388648093,-0.377636559,51.49605639,51.48981457
E01002632,E00013088,-0.392580097,-0.380598608,51.48934933,51.48330111
E01002633,E00013089,-0.41194747,-0.395445419,51.49408533,51.4812995
E01002634,E00013096,-0.402459558,-0.391387218,51.48947602,51.48033175
E01002635,E00013099,-0.404175821,-0.390214823,51.48423887,51.47513796
E01002636,E00013085,-0.393909015,-0.386269755,51.48657085,51.47868547
E01002637,E00013109,-0.411904884,-0.387861802,51.50031599,51.49095692
E01002638,E00013086,-0.401778762,-0.381341049,51.49582674,51.4843481
E01002639,E00013118,-0.360790058,-0.350204701,51.47730827,51.47282114
E01002640,E00013120,-0.364338463,-0.356478191,51.47811795,51.46993725
E01002641,E00013124,-0.367175713,-0.360631019,51.47610414,51.46834217
E01002642,E00013128,-0.358696183,-0.348876612,51.47475162,51.4669077
E01002643,E00013122,-0.352104602,-0.341941895,51.47613561,51.46864409
E01002645,E00013116,-0.362168796,-0.351238473,51.47031265,51.46356287
E01002646,E00013164,-0.378791021,-0.37115058,51.46665353,51.46170813
E01002647,E00013150,-0.383665317,-0.375393905,51.46512498,51.45928756
E01002648,E00013151,-0.373312419,-0.364726344,51.4679902,51.46176378
E01002649,E00013159,-0.370259363,-0.362654934,51.46634289,51.45801837
E01002650,E00013152,-0.401405102,-0.374580583,51.4646874,51.44913797
E01002651,E00013154,-0.37583657,-0.36697993,51.4637895,51.45927301
E01002652,E00013156,-0.378887082,-0.367810682,51.46126048,51.4565579
E01002653,E00013188,-0.355060385,-0.34254779,51.46788372,51.46185582
E01002654,E00013183,-0.355952149,-0.34003029,51.46429828,51.45866054
E01002655,E00013184,-0.36219183,-0.35240646,51.46578764,51.45820691
E01002656,E00013185,-0.353665992,-0.340059582,51.46035997,51.45669274
E01002657,E00013197,-0.369620085,-0.356468061,51.4621657,51.45686145
E01002658,E00013208,-0.347365201,-0.337639972,51.47409987,51.46686131
E01002659,E00013186,-0.350388663,-0.34020597,51.47008381,51.46372726
E01002660,E00013215,-0.389258673,-0.380980899,51.4727181,51.46527113
E01002661,E00013220,-0.39465956,-0.384942396,51.47485703,51.46718074
E01002662,E00013233,-0.379225243,-0.366071926,51.4734293,51.46734712
E01002663,E00013217,-0.385942276,-0.375258524,51.47123554,51.46541616
E01002664,E00013216,-0.384756271,-0.367162662,51.46974384,51.46384547
E01002665,E00013214,-0.389325358,-0.380681383,51.46716691,51.4627382
E01002666,E00013224,-0.395453044,-0.386493166,51.46896338,51.46130756
E01002667,E00013263,-0.328791436,-0.318541357,51.47435907,51.46498221
E01002668,E00013246,-0.33809122,-0.324209308,51.47329491,51.46491582
E01002669,E00013242,-0.341359564,-0.333620641,51.47272486,51.46426706
E01002670,E00013243,-0.340236574,-0.326212941,51.46755628,51.4592924
E01002671,E00013245,-0.332041023,-0.324022168,51.46585929,51.45697805
E01002672,E00013254,-0.34074011,-0.329775474,51.46056762,51.45463116
E01002673,E00013253,-0.336562622,-0.332300091,51.46029783,51.45731526
E01002674,E00013282,-0.353448491,-0.343859783,51.48193945,51.47606949
E01002675,E00013279,-0.341115709,-0.328943575,51.48283596,51.47516045
E01002676,E00013284,-0.367971115,-0.343182468,51.48752598,51.47927988
E01002677,E00013280,-0.349803099,-0.334149763,51.4782135,51.47218503
E01002678,E00013303,-0.367015349,-0.320572763,51.49911893,51.48097465
E01002679,E00013278,-0.337064191,-0.314399372,51.48764144,51.47885914
E01002680,E00013285,-0.348838966,-0.336996262,51.4851989,51.47488313
E01002681,E00013312,-0.33195997,-0.321952806,51.4779175,51.47088652
E01002682,E00013311,-0.332636903,-0.318606999,51.48247544,51.47384644
E01002683,E00013313,-0.338232144,-0.328301066,51.47782464,51.47070954
E01002684,E00013321,-0.317045113,-0.306388295,51.48995959,51.48082698
E01002686,E00013314,-0.324528925,-0.303067073,51.48566985,51.47088862
E01002687,E00013344,-0.276679128,-0.266559495,51.49291527,51.48761466
E01002689,E00013354,-0.259734121,-0.252673271,51.49194355,51.48697074
E01002690,E00013362,-0.267183183,-0.257809852,51.49149426,51.48760161
E01002691,E00013375,-0.285810851,-0.272144039,51.50279457,51.49228023
E01002692,E00013350,-0.285567569,-0.26907411,51.49619604,51.4889081
E01002693,E00013348,-0.263951901,-0.255322239,51.49491338,51.48944633
E01002694,E00013411,-0.116763216,-0.108991905,51.53707625,51.53409152
E01002695,E00013385,-0.116722531,-0.108413375,51.53553892,51.53147677
E01002696,E00013388,-0.111111321,-0.106009518,51.53916747,51.53180777
E01002697,E00013391,-0.117409695,-0.111418891,51.53625001,51.53113277
E01002698,E00013397,-0.113675525,-0.106714054,51.54523131,51.54190437
E01002699,E00013386,-0.11200875,-0.106136175,51.54290541,51.53887327
E01002700,E00013404,-0.113902553,-0.107823179,51.54247185,51.53590036
E01002701,E00013442,-0.093304179,-0.087581757,51.52830316,51.52506525
E01002702,E00013425,-0.099656868,-0.091935502,51.52974429,51.52609445
E01002703,E00013444,-0.103520975,-0.096369383,51.52775761,51.52454331
E01002704,E00013428,-0.094584499,-0.084222805,51.52620293,51.51873613
E01002706,E00013424,-0.09733116,-0.090373385,51.52676514,51.52204705
E01002707,E00013435,-0.106300721,-0.097427334,51.53197994,51.52751607
E01002708,E00013467,-0.126413014,-0.117565422,51.54649085,51.53800755
E01002709,E00013470,-0.1235377,-0.116869838,51.5393405,51.53694637
E01002710,E00013464,-0.122416642,-0.113791695,51.53873659,51.53329241
E01002711,E00013465,-0.12256341,-0.117002549,51.53551868,51.53072581
E01002712,E00013468,-0.119679497,-0.110869034,51.54606778,51.54135568
E01002713,E00013466,-0.121354454,-0.112253788,51.54821488,51.54374251
E01002714,E00013469,-0.117573248,-0.113344947,51.54318301,51.53795648
E01002715,E00013472,-0.120381152,-0.115437257,51.54196013,51.53836052
E01002716,E00013525,-0.091778765,-0.08362924,51.54689907,51.54351404
E01002717,E00013521,-0.097324935,-0.089136568,51.54730127,51.54328921
E01002718,E00013512,-0.090621463,-0.084149953,51.54485318,51.5398807
E01002719,E00013507,-0.100474324,-0.094345005,51.54714335,51.54061513
E01002720,E00013506,-0.094962234,-0.088225746,51.54550837,51.54150546
E01002721,E00013508,-0.091157708,-0.085576479,51.54253341,51.53740243
E01002722,E00013513,-0.094548261,-0.088207634,51.54280588,51.53824316
E01002723,E00013561,-0.107231016,-0.100130289,51.52977925,51.52586884
E01002724,E00013545,-0.11119993,-0.1015588,51.52589076,51.51854255
E01002725,E00013569,-0.108471501,-0.103912084,51.52795866,51.5244352
E01002726,E00013565,-0.114206607,-0.106173087,51.52848481,51.52312863
E01002727,E00013551,-0.11008446,-0.103609264,51.53189886,51.52756054
E01002728,E00013543,-0.119895916,-0.109473535,51.53176271,51.52890477
E01002729,E00013544,-0.115744553,-0.10754138,51.53064097,51.52648212
E01002730,E00013581,-0.117581568,-0.109599544,51.56163475,51.55679129
E01002731,E00013590,-0.122995592,-0.112753407,51.56253218,51.55611799
E01002732,E00013580,-0.113486516,-0.106979275,51.5629512,51.55680792
E01002733,E00013583,-0.124056098,-0.117147579,51.56325251,51.5593745
E01002734,E00013606,-0.112093498,-0.104509466,51.56604716,51.56158613
E01002735,E00013600,-0.114963017,-0.106386306,51.56860672,51.56437681
E01002736,E00013605,-0.115826432,-0.11103747,51.56589792,51.56244011
E01002737,E00013582,-0.118737,-0.112507694,51.56534687,51.56162747
E01002738,E00013650,-0.102378758,-0.092659982,51.55464917,51.54719767
E01002739,E00013624,-0.109515694,-0.101566445,51.55307944,51.54919169
E01002740,E00013625,-0.107849197,-0.098464269,51.55140054,51.54615233
E01002741,E00013628,-0.097801885,-0.090565068,51.56048491,51.55684448
E01002742,E00013627,-0.09864793,-0.093182565,51.56122663,51.55567791
E01002743,E00013629,-0.098139214,-0.090341759,51.55813644,51.55438784
E01002744,E00013643,-0.098478054,-0.092348561,51.55660102,51.55315019
E01002745,E00013681,-0.105510354,-0.098157609,51.55553492,51.55242365
E01002747,E00013663,-0.104616405,-0.098587634,51.5643261,51.55928987
E01002748,E00013694,-0.10888384,-0.103566207,51.56470951,51.55740831
E01002749,E00013667,-0.102786212,-0.097983178,51.56054061,51.55672023
E01002751,E00013668,-0.11457704,-0.108945863,51.55845484,51.55425263
E01002752,E00013672,-0.103984494,-0.098020409,51.55715642,51.55369948
E01002753,E00013706,-0.131351033,-0.124437227,51.56868013,51.56529273
E01002754,E00013712,-0.138344073,-0.132339408,51.57264722,51.56628302
E01002755,E00013708,-0.127625492,-0.121352529,51.57492383,51.57106564
E01002756,E00013710,-0.124100495,-0.117236481,51.57553172,51.57042305
E01002757,E00013707,-0.13423906,-0.127087834,51.57415365,51.57061913
E01002758,E00013714,-0.129774631,-0.123239488,51.57377735,51.56820922
E01002759,E00013709,-0.13504518,-0.128662972,51.57168849,51.56720912
E01002760,E00013704,-0.131757446,-0.12316056,51.5704091,51.56751409
E01002762,E00013745,-0.12385441,-0.116330208,51.55608876,51.54949167
E01002763,E00013763,-0.123757671,-0.116968653,51.55781166,51.55275261
E01002764,E00013749,-0.128621687,-0.121636219,51.55399941,51.54823006
E01002765,E00013753,-0.123490535,-0.114124127,51.55107979,51.54654489
E01002766,E00013751,-0.129051159,-0.121170172,51.54960102,51.54504015
E01002767,E00013744,-0.119086619,-0.113051017,51.55613138,51.55101522
E01002768,E00013786,-0.140725466,-0.134361161,51.56044569,51.55685954
E01002769,E00013793,-0.136961216,-0.12720365,51.56224336,51.55723283
E01002770,E00013788,-0.14253592,-0.13364778,51.57060071,51.5622424
E01002771,E00013785,-0.141078946,-0.135850099,51.56538641,51.55974772
E01002772,E00013790,-0.134095817,-0.128072414,51.5677943,51.56356494
E01002773,E00013810,-0.141614938,-0.135592107,51.56750833,51.56243244
E01002774,E00013791,-0.135924031,-0.125783253,51.56572628,51.56106115
E01002775,E00013828,-0.098579241,-0.088528513,51.54984903,51.54679127
E01002776,E00013832,-0.092144839,-0.082531287,51.5501165,51.54655049
E01002777,E00013830,-0.084824142,-0.078793655,51.55113979,51.54678291
E01002778,E00013829,-0.082771735,-0.076357649,51.55058813,51.54607982
E01002779,E00013838,-0.092079806,-0.085427433,51.55445157,51.54928808
E01002780,E00013851,-0.091531119,-0.086382745,51.55173896,51.54792112
E01002781,E00013839,-0.094826016,-0.091005592,51.55442478,51.54890494
E01002782,E00013846,-0.086309378,-0.078484246,51.55214503,51.54898091
E01002783,E00013877,-0.131195954,-0.125121468,51.55283108,51.5489136
E01002784,E00013878,-0.136055652,-0.126152078,51.55611385,51.551491
E01002785,E00013886,-0.130025426,-0.121998794,51.56223106,51.55773448
E01002786,E00013874,-0.126327071,-0.119455079,51.55948895,51.55534606
E01002787,E00013875,-0.128998152,-0.122178921,51.55736462,51.55224407
E01002788,E00013872,-0.134361161,-0.124232945,51.55853083,51.55413377
E01002789,E00013898,-0.13839582,-0.129256911,51.55723283,51.55430726
E01002790,E00013945,-0.107822671,-0.101499003,51.54526977,51.54088082
E01002791,E00013917,-0.103709738,-0.098085632,51.54638764,51.54111534
E01002792,E00013913,-0.106889417,-0.100413744,51.54288156,51.53870125
E01002793,E00013914,-0.102743966,-0.0959225,51.54189087,51.53665208
E01002794,E00013916,-0.10723437,-0.099798869,51.53965331,51.53313972
E01002795,E00013933,-0.110841187,-0.103165065,51.5509306,51.54373421
E01002796,E00013936,-0.113065234,-0.108012975,51.54811766,51.54448822
E01002797,E00013954,-0.098539539,-0.088838734,51.54147101,51.53760571
E01002798,E00013975,-0.095457544,-0.086579503,51.53906253,51.5340741
E01002799,E00013973,-0.100417613,-0.092749184,51.53953962,51.53632941
E01002800,E00013957,-0.099221772,-0.093433437,51.53768749,51.53307359
E01002801,E00013958,-0.104512809,-0.09816588,51.53744271,51.53316159
E01002802,E00013956,-0.102525934,-0.095571571,51.53616929,51.53108332
E01002803,E00013959,-0.106295554,-0.095083011,51.53556847,51.5291933
E01002804,E00014000,-0.123954414,-0.116298555,51.57040626,51.56686769
E01002805,E00013999,-0.118989589,-0.110545177,51.5715786,51.56568987
E01002806,E00014002,-0.121492029,-0.112499641,51.5704244,51.56597355
E01002807,E00013996,-0.126361725,-0.118986795,51.56827188,51.56390796
E01002808,E00013997,-0.122734842,-0.114190205,51.56737342,51.56298979
E01002809,E00014028,-0.129237318,-0.122964693,51.56634877,51.5626985
E01002810,E00013998,-0.126873826,-0.118793506,51.56409336,51.56103324
E01002811,E00014003,-0.123544316,-0.115196333,51.57382777,51.56960938
E01002812,E00014048,-0.193861495,-0.188581409,51.49816343,51.49473988
E01002813,E00014044,-0.198965202,-0.191066744,51.49864136,51.49499097
E01002814,E00014046,-0.207389248,-0.196986104,51.4978228,51.491876
E01002815,E00014052,-0.200651273,-0.193128767,51.49582631,51.49376585
E01002816,E00014043,-0.196092737,-0.191340159,51.50091214,51.49768309
E01002817,E00014056,-0.203102107,-0.195264915,51.4999769,51.49428334
E01002818,E00014083,-0.165465033,-0.156048609,51.50224901,51.49626818
E01002819,E00014088,-0.174118095,-0.161553976,51.50008331,51.49517668
E01002820,E00014101,-0.180108669,-0.173902367,51.49818022,51.49016666
E01002821,E00014078,-0.176520309,-0.165930921,51.49711023,51.49220164
E01002822,E00014080,-0.17764839,-0.17130445,51.49386304,51.48937566
E01002823,E00014108,-0.173374794,-0.168494604,51.49498269,51.49025278
E01002824,E00014120,-0.196587815,-0.186298616,51.50820388,51.50271413
E01002825,E00014122,-0.202842335,-0.19269269,51.50696939,51.50057207
E01002826,E00014118,-0.194407453,-0.184261223,51.50643415,51.50122663
E01002827,E00014117,-0.198720144,-0.187042426,51.51017903,51.50544122
E01002828,E00014119,-0.20376277,-0.19676623,51.50882254,51.50574908
E01002829,E00014163,-0.204196931,-0.199634887,51.51914928,51.5156369
E01002830,E00014150,-0.207103096,-0.202126133,51.52065866,51.51609902
E01002831,E00014153,-0.213463337,-0.204018148,51.51845147,51.51424971
E01002832,E00014152,-0.204818987,-0.199209346,51.51651614,51.51320724
E01002833,E00014155,-0.207709971,-0.202426458,51.51654444,51.5125535
E01002834,E00014183,-0.191735168,-0.186442104,51.49389412,51.49081025
E01002835,E00014190,-0.186415737,-0.178408435,51.49534307,51.49109105
E01002836,E00014194,-0.187310108,-0.181836196,51.49317647,51.49065141
E01002837,E00014196,-0.183087483,-0.178310812,51.49207443,51.48853935
E01002838,E00014182,-0.181081845,-0.175663636,51.49099257,51.48705689
E01002839,E00014184,-0.191135791,-0.183931454,51.49484041,51.4922696
E01002840,E00014235,-0.180380064,-0.170976457,51.48378905,51.47831988
E01002841,E00014221,-0.184955554,-0.177020998,51.48115193,51.47722109
E01002842,E00014243,-0.18100729,-0.177011761,51.48165577,51.48015968
E01002843,E00014222,-0.186551426,-0.179186349,51.48199762,51.47804527
E01002844,E00014223,-0.174429675,-0.166784343,51.48695515,51.48167091
E01002845,E00014227,-0.177147643,-0.171598088,51.48527156,51.48214468
E01002846,E00014270,-0.199714186,-0.192842545,51.49059879,51.48720464
E01002847,E00014263,-0.198931668,-0.192345209,51.4932134,51.48994697
E01002848,E00014261,-0.202408119,-0.196653622,51.49320807,51.48940751
E01002849,E00014258,-0.194588127,-0.190154002,51.49295267,51.48853837
E01002850,E00014259,-0.195086164,-0.189766954,51.49475885,51.49175076
E01002851,E00014260,-0.199266429,-0.193673438,51.49471595,51.49145666
E01002852,E00014303,-0.228727988,-0.20728208,51.5303531,51.52335995
E01002853,E00014316,-0.213466304,-0.208320534,51.52415379,51.52146602
E01002854,E00014309,-0.208619051,-0.200534523,51.52510379,51.52034683
E01002855,E00014300,-0.21057936,-0.203969736,51.52261175,51.51888088
E01002856,E00014302,-0.212445564,-0.205994223,51.52190819,51.51750797
E01002857,E00014304,-0.211130667,-0.205226605,51.52626804,51.5231275
E01002858,E00014346,-0.168654229,-0.163338816,51.49406348,51.49115861
E01002859,E00014339,-0.162626257,-0.155016643,51.49585352,51.49101935
E01002860,E00014338,-0.168994042,-0.160926847,51.49655108,51.49245421
E01002861,E00014334,-0.166786912,-0.160906956,51.49306185,51.4889989
E01002862,E00014335,-0.169846014,-0.16621517,51.49353593,51.49033863
E01002863,E00014330,-0.163447637,-0.155320868,51.49751206,51.49426195
